Timestamp,Your name,Roll Number,Your school name,Your class,What was your last year overall percentage or CGPA?,How much time do you spend every day on your self study and homework?,Which is your least favourite or toughest subject?,Subject group,Choose Subject Where The Subject Teacher Rating is [Excellent],Choose Subject Where The Subject Teacher Rating is [Very Good],Choose Subject Where The Subject Teacher Rating is [Good],Choose Subject Where The Subject Teacher Rating is [Average],Choose Subject Where The Subject Teacher Rating is [Poor],Do teachers provide enough support for your academic learning and solving queries?,How do you meet your academic learning goal?,How well do teachers give real-world applications or examples in class?,Does your faculty encourage you to ask questions and create an interactive classroom?,Please add your suggestions or concern related to any teacher.,Does your school have sufficient availability of computer or science labs and libraries that enhance your learning experience?,"Are there sufficient resources for extracurricular activities like music, sports, yoga, dancing, art & crafts?","Does your school conduct events that encourage creativity, innovation, and leadership?",How satisfied are you with the transportation facilities provided by school?,Does your school provide career guidance and academic counselling?,Please share any suggestions or concerns about your school facilities.,How well does your school resolve issues of bullying and harassment?,School behaviour towards challenges like late fees or fee concessions?,Do you feel that there is a fair and transparent exam results and paper checking?,Does your school handle academic stress and wellness issues?,Do you think your school adequately prepared you for competitive exams?,How satisfied are you with the overall quality of teaching at the school?,How would you recommend this school to your friends?,Please share any suggestions or concerns about your school.
26/09/2025 11:41:08,Sanjay Malhotra,200109,DPS VARANASI,11th,9,2-3 Hrs,Accountancy,Not Applicable,"Physics, Science","Chemistry, Science","Hindi, English","IT/CS, Maths",Biology,Agree,Online coaching,Very poor,Agree,Improve punctuality,Strongly disagree,Very insufficient,Strongly disagree,Very satisfied,Disagree,Good infrastructure,Well,Positive,Agree,Well,Neutral,Somewhat satisfied,2,No suggestions
06/02/2026 08:38:08,Ankit Tripathi,200110,DPS VARANASI,11th,6,2-3 Hrs,English,IT/CS,"Science, Business Studies","Other, Hindi","Accountancy, Economics","Accountancy, English",Maths,Agree,School only,Excellent,Neutral,Teachers are helpful,Agree,Neutral,Strongly agree,Satisfied,Strongly agree,More sports facilities,Poorly,Neutral,Strongly agree,Very well,Disagree,Satisfied,3,Better facilities
16/05/2025 20:00:08,Ankit Kumar,200111,DPS VARANASI,8 th,6,3-4 Hrs,Science,IT/CS,"English, Economics","Business Studies, Social Science","Hindi, Accountancy","Social Science, Maths",Biology,Neutral,Online coaching,Average,Strongly disagree,I think the biology teacher should use more visual aids like videos and 3D models to explain complex topics like human anatomy and cell biology. Reading from textbooks alone is not enough for us to truly understand these concepts. More interactive teaching methods would be very helpful.,Disagree,Neutral,Strongly agree,Very dissatisfied,Neutral,Better canteen food needed,Very poorly,Strongly positive,Agree,Very well,Strongly agree,Highly satisfied,5,More sports events
03/02/2025 00:34:08,Neha Rastogi,200112,DPS VARANASI,12th,5,More than 4 Hrs,Accountancy,IT/CS,"Economics, Physics","Chemistry, IT/CS","IT/CS, Accountancy","Economics, Chemistry",English,Neutral,Coaching from outside faculty,Good,Strongly disagree,Need more explanation,Strongly disagree,Very insufficient,Neutral,Very dissatisfied,Agree,Good infrastructure,Very well,Positive,Strongly agree,Very well,Strongly agree,Somewhat satisfied,5,"The school should focus more on practical learning and reduce the emphasis on written exams alone. Project-based assessments, presentations, and group activities would help develop critical thinking and teamwork skills that are important in real life. Not everything should be judged by exam marks alone."
26/08/2025 16:26:08,Riya Singh,200113,DPS VARANASI,11th,9,<2 Hrs,Chemistry,Maths,"Economics, Chemistry","Business Studies, Physics","Science, Accountancy","Maths, Economics",Economics,Strongly disagree,Coaching from existing faculty,Very poor,Strongly disagree,Better revision needed,Strongly disagree,Very sufficient,Disagree,Very satisfied,Agree,"I feel that our school should focus more on environmental awareness and sustainability practices. We could start with basic things like proper waste segregation, reducing plastic usage, and planting more trees in the campus. This would teach students important values while making our school more eco-friendly.",Poorly,Negative,Strongly disagree,Very well,Strongly disagree,Somewhat satisfied,2,Better career guidance
14/08/2025 18:46:08,Mohit Bansal,200114,DPS VARANASI,9 th,9,<2 Hrs,Science,Maths,"Hindi, Chemistry","Hindi, Maths","Economics, Social Science","Economics, English",Economics,Disagree,Coaching from outside faculty,Average,Strongly disagree,"I really like how our chemistry teacher conducts experiments and demonstrations in class. It makes learning very engaging. My only suggestion is that we should have more time for individual practice in the lab, as currently we only observe the teacher doing experiments most of the time.",Strongly disagree,Very sufficient,Disagree,Very satisfied,Neutral,More activities needed,Adequately,Neutral,Strongly disagree,Adequately,Strongly agree,Satisfied,4,More field trips
04/01/2026 12:10:08,Ramesh Tiwari,200115,DPS VARANASI,12th,8,More than 4 Hrs,Chemistry,IT/CS,"Science, Physics","Chemistry, IT/CS","Biology, Business Studies","Other, Chemistry",IT/CS,Neutral,Reference or side books,Poor,Disagree,No concerns,Neutral,Neutral,Agree,Dissatisfied,Agree,Need better labs,Very poorly,Positive,Strongly agree,Poorly,Disagree,Extremely dissatisfied,4,Better career guidance
08/10/2025 21:15:08,Amit Srivastava,200116,DPS VARANASI,8 th,10,<2 Hrs,Physics,Maths,"Accountancy, Other","Physics, Hindi","Physics, IT/CS","English, Other",Economics,Neutral,Coaching from outside faculty,Excellent,Strongly agree,Improve punctuality,Agree,Sufficient,Strongly agree,Neutral,Strongly agree,Improve library,Very poorly,Strongly negative,Agree,Poorly,Strongly disagree,Highly satisfied,1,No suggestions
14/03/2025 15:20:08,Rohit Yadav,200117,DPS VARANASI,8 th,5,<2 Hrs,Science,Biology,"Biology, Accountancy","English, Social Science","Economics, Hindi","Science, Other",Other,Agree,Internet materials,Very poor,Agree,Need more explanation,Agree,Neutral,Strongly disagree,Very satisfied,Agree,No concerns,Very poorly,Neutral,Strongly disagree,Well,Strongly agree,Somewhat satisfied,1,Everything good
04/02/2026 20:43:08,Manish Chaudhary,200118,DPS VARANASI,10 th,9,<2 Hrs,Other,Maths,"Accountancy, Social Science","Biology, Chemistry","Science, IT/CS","Other, Accountancy",English,Agree,School only,Good,Disagree,Need more examples,Agree,Insufficient,Agree,Very dissatisfied,Neutral,Good infrastructure,Adequately,Neutral,Agree,Well,Disagree,Somewhat satisfied,4,Better career guidance
10/12/2025 20:08:08,Suresh Singh,200119,DPS VARANASI,10 th,9,2-3 Hrs,Biology,Commerce,"Social Science, Hindi","Maths, Science","Other, Biology","Maths, Biology",Science,Disagree,Coaching from outside faculty,Very poor,Agree,Need more practice problems,Agree,Very sufficient,Disagree,Very satisfied,Disagree,No concerns,Adequately,Neutral,Neutral,Adequately,Strongly disagree,Highly satisfied,3,Improve labs
19/10/2025 07:49:08,Aditya Jain,200120,DPS VARANASI,11th,9,3-4 Hrs,Business Studies,Commerce,"Social Science, English","Maths, Hindi","Other, Economics","Other, Hindi",Hindi,Disagree,Reference or side books,Average,Strongly disagree,"The social science teacher makes history very interesting with stories and anecdotes, but geography classes are quite boring with just reading from the textbook. I think using maps, videos, and interactive tools would make geography more engaging for students like me who find it difficult.",Neutral,Very insufficient,Neutral,Satisfied,Strongly disagree,Clean washrooms needed,Adequately,Positive,Neutral,Very poorly,Neutral,Satisfied,3,Reduce pressure
13/01/2026 16:14:08,Ritu Saxena,200121,DPS VARANASI,11th,7,<2 Hrs,Physics,Commerce,"Biology, Physics","English, Chemistry","Maths, IT/CS","Accountancy, Physics",English,Neutral,Online coaching,Good,Strongly disagree,Teachers are helpful,Strongly disagree,Insufficient,Strongly agree,Dissatisfied,Strongly agree,More activities needed,Poorly,Positive,Strongly disagree,Adequately,Disagree,Somewhat satisfied,1,"I recommend that the school starts an entrepreneurship club where students interested in business can learn about starting their own ventures. With guidance from business mentors and opportunities to work on small projects, students could develop practical business skills from an early age."
30/07/2025 20:33:08,Neha Chaudhary,200122,DPS VARANASI,11th,6,2-3 Hrs,Chemistry,Maths,"Maths, Business Studies","Social Science, IT/CS","English, Chemistry","Science, Hindi",Biology,Strongly disagree,Coaching from outside faculty,Very poor,Strongly agree,Need more practice problems,Neutral,Insufficient,Disagree,Neutral,Neutral,Clean washrooms needed,Very poorly,Positive,Disagree,Poorly,Agree,Not satisfied,5,Better career guidance
09/10/2025 15:42:08,Riya Gupta,200123,DPS VARANASI,12th,7,3-4 Hrs,Social Science,Commerce,"Maths, Physics","Economics, Other","English, Science","IT/CS, Science",Maths,Agree,Internet materials,Poor,Neutral,Classes are too fast,Strongly agree,Very insufficient,Strongly disagree,Satisfied,Disagree,More sports facilities,Very well,Negative,Agree,Very well,Strongly disagree,Not satisfied,2,More sports events
09/10/2025 07:04:08,Neha Kumar,200124,DPS VARANASI,7 th,8,More than 4 Hrs,Chemistry,Not Applicable,"Accountancy, Social Science","Maths, Other","Physics, Hindi","Maths, Hindi",Social Science,Strongly disagree,Online coaching,Excellent,Strongly disagree,"Our computer science teacher is very patient and explains programming concepts clearly. However, we have very limited computer access and have to share systems during practicals. This makes it difficult to practice coding properly. I hope the school can provide more computers for the lab.",Disagree,Very insufficient,Agree,Very dissatisfied,Disagree,"I feel that the school timings are too long and exhausting for students. Starting early in the morning and ending late in the afternoon leaves very little time for self-study, hobbies, or rest. Shorter school hours with more efficient teaching could improve both learning and well-being.",Very well,Strongly positive,Agree,Well,Strongly agree,Satisfied,1,Improve labs
29/05/2025 00:44:08,Vivek Pandey,200125,DPS VARANASI,6 th,10,More than 4 Hrs,Hindi,IT/CS,"Science, Economics","Science, Business Studies","Maths, Business Studies","Chemistry, Hindi",Economics,Disagree,Online coaching,Excellent,Neutral,Need more examples,Strongly agree,Very sufficient,Strongly agree,Very satisfied,Neutral,Clean washrooms needed,Poorly,Neutral,Disagree,Well,Disagree,Not satisfied,1,More activities
18/08/2025 11:39:08,Aakash Malhotra,200126,DPS VARANASI,7 th,7,2-3 Hrs,Social Science,Maths,"Hindi, Maths","English, Science","IT/CS, Social Science","Maths, Physics",Business Studies,Disagree,Coaching from outside faculty,Excellent,Strongly disagree,Need more explanation,Strongly agree,Sufficient,Disagree,Satisfied,Strongly disagree,The school's approach to handling disciplinary issues is sometimes too strict without understanding the context. Students are punished for minor mistakes without being given a chance to explain. A more understanding and counseling-based approach would be better than strict punishments.,Well,Negative,Neutral,Well,Agree,Extremely dissatisfied,2,Better facilities
02/02/2025 08:59:08,Riya Verma,200127,DPS VARANASI,8 th,5,<2 Hrs,Business Studies,Commerce,"Other, Science","Hindi, Physics","English, Hindi","Science, Other",Maths,Agree,Reference or side books,Very poor,Strongly agree,Improve punctuality,Strongly agree,Very sufficient,Disagree,Very dissatisfied,Neutral,Need better labs,Very well,Neutral,Neutral,Well,Disagree,Not satisfied,3,Everything good
30/08/2025 12:20:08,Nisha Bansal,200128,DPS VARANASI,10 th,8,2-3 Hrs,Hindi,Not Applicable,"Physics, Chemistry","Social Science, Hindi","IT/CS, Science","Physics, Maths",English,Neutral,Coaching from outside faculty,Very poor,Disagree,Need more practice problems,Disagree,Sufficient,Agree,Very dissatisfied,Disagree,Career guidance and counseling services in our school need significant improvement. Many students in senior classes are confused about their future options and don't know what courses to pursue. Regular career counseling sessions with professionals from different fields would help us make informed decisions.,Well,Neutral,Disagree,Very poorly,Agree,Highly satisfied,4,Reduce pressure
25/07/2025 18:39:08,Rohit Agarwal,200129,DPS VARANASI,8 th,9,2-3 Hrs,Chemistry,IT/CS,"Hindi, Physics","IT/CS, English","Science, English","Accountancy, Physics",Social Science,Strongly agree,School only,Good,Strongly agree,Need more examples,Neutral,Insufficient,Agree,Dissatisfied,Strongly disagree,Improve library,Very well,Strongly negative,Strongly agree,Poorly,Strongly disagree,Extremely dissatisfied,1,"I recommend that the school starts a student council with real decision-making powers. Currently, decisions about school events and policies are made without any student input. Involving students in planning would make us more responsible and ensure that our needs are considered."
02/07/2025 06:45:08,Ayush Kumar,200130,DPS VARANASI,12th,8,2-3 Hrs,Physics,Not Applicable,"Other, Science","Science, Economics","Science, Accountancy","Maths, Social Science",Hindi,Neutral,Internet materials,Good,Neutral,Improve punctuality,Disagree,Very insufficient,Disagree,Dissatisfied,Strongly agree,More activities needed,Adequately,Positive,Strongly agree,Very well,Agree,Satisfied,2,Improve teaching
15/08/2025 17:23:08,Vivek Mehta,200131,DPS VARANASI,7 th,7,<2 Hrs,Hindi,Biology,"Business Studies, Hindi","Business Studies, Chemistry","Biology, Hindi","Maths, Hindi",Physics,Strongly agree,Reference or side books,Very poor,Neutral,No concerns,Neutral,Sufficient,Strongly agree,Neutral,Neutral,More sports facilities,Poorly,Negative,Agree,Very poorly,Neutral,Highly satisfied,1,More field trips
13/09/2025 16:09:08,Manish Chaudhary,200132,DPS VARANASI,10 th,8,<2 Hrs,English,Not Applicable,"Physics, IT/CS","English, Accountancy","Science, Physics","Social Science, Business Studies",Chemistry,Strongly agree,Online coaching,Good,Strongly agree,Our class teacher is very supportive and always listens to our problems patiently. I really appreciate how she handles conflicts between students fairly and creates a positive classroom environment. More teachers should follow her approach of being approachable and understanding.,Agree,Sufficient,Disagree,Satisfied,Neutral,No concerns,Very well,Strongly positive,Neutral,Adequately,Agree,Extremely dissatisfied,4,Improve teaching
15/07/2025 10:20:08,Neha Tiwari,200133,DPS VARANASI,10 th,9,<2 Hrs,Hindi,Maths,"Other, Maths","Accountancy, IT/CS","Chemistry, Accountancy","Physics, Social Science",Business Studies,Neutral,Coaching from outside faculty,Average,Strongly agree,No concerns,Neutral,Very sufficient,Neutral,Very satisfied,Strongly agree,Better canteen food needed,Very well,Negative,Agree,Poorly,Strongly disagree,Satisfied,2,Improve labs
